DWJZ,FSRQ,JZZZL,LJJZ
0.6820,2013-02-28,1.34,2.0420
0.6730,2013-02-27,-0.30,2.0330
0.6750,2013-02-26,-1.17,2.0350
0.6830,2013-02-25,1.64,2.0430
0.6720,2013-02-22,-0.59,2.0320
0.6760,2013-02-21,-1.02,2.0360
0.6830,2013-02-20,2.71,2.0430
0.6650,2013-02-19,-1.77,2.0250
0.6770,2013-02-18,0.00,2.0370
0.6770,2013-02-08,1.35,2.0370
0.6680,2013-02-07,0.91,2.0280
0.6620,2013-02-06,1.07,2.0220
0.6550,2013-02-05,1.24,2.0150
0.6470,2013-02-04,-1.22,2.0070
0.6550,2013-02-01,0.92,2.0150
0.6490,2013-01-31,-1.07,2.0090
0.6560,2013-01-30,-0.15,2.0160
0.6570,2013-01-29,0.61,2.0170
0.6530,2013-01-28,2.35,2.0130
0.6380,2013-01-25,0.63,1.9980
0.6340,2013-01-24,-2.16,1.9940
0.6480,2013-01-23,0.15,2.0080
0.6470,2013-01-22,-1.52,2.0070
0.6570,2013-01-21,0.31,2.0170
0.6550,2013-01-18,1.71,2.0150
0.6440,2013-01-17,-0.62,2.0040
0.6480,2013-01-16,-0.15,2.0080
0.6490,2013-01-15,1.56,2.0090
0.6390,2013-01-14,2.73,1.9990
0.6220,2013-01-11,-1.27,1.9820
0.6300,2013-01-10,0.00,1.9900
0.6300,2013-01-09,0.32,1.9900
0.6280,2013-01-08,1.13,1.9880
0.6210,2013-01-07,0.65,1.9810
0.6170,2013-01-04,-0.80,1.9770
0.6220,2012-12-31,0.81,1.9820
0.6170,2012-12-28,0.82,1.9770
0.6120,2012-12-27,-0.49,1.9720
0.6150,2012-12-26,0.82,1.9750
0.6100,2012-12-25,1.84,1.9700
0.5990,2012-12-24,1.18,1.9590
0.5920,2012-12-21,0.34,1.9520
0.5900,2012-12-20,0.17,1.9500
0.5890,2012-12-19,0.51,1.9490
0.5860,2012-12-18,-1.01,1.9460
0.5920,2012-12-17,-0.67,1.9520
0.5960,2012-12-14,2.76,1.9560
0.5800,2012-12-13,-0.51,1.9400
0.5830,2012-12-12,-0.17,1.9430
0.5840,2012-12-11,-0.51,1.9440
0.5870,2012-12-10,0.86,1.9470
0.5820,2012-12-07,1.04,1.9420
0.5760,2012-12-06,-0.35,1.9360
0.5780,2012-12-05,2.30,1.9380
0.5650,2012-12-04,1.07,1.9250
0.5590,2012-12-03,-0.89,1.9190
0.5640,2012-11-30,1.08,1.9240
0.5580,2012-11-29,-0.18,1.9180
0.5590,2012-11-28,-1.06,1.9190
0.5650,2012-11-27,-1.22,1.9250
0.5720,2012-11-26,-1.04,1.9320
0.5780,2012-11-23,0.35,1.9380
0.5760,2012-11-22,-0.69,1.9360
0.5800,2012-11-21,0.52,1.9400
0.5770,2012-11-20,0.00,1.9370
0.5770,2012-11-19,-0.17,1.9370
0.5780,2012-11-16,-0.52,1.9380
0.5810,2012-11-15,-0.51,1.9410
0.5840,2012-11-14,-0.17,1.9440
0.5850,2012-11-13,-1.35,1.9450
0.5930,2012-11-12,0.17,1.9530
0.5920,2012-11-09,-0.67,1.9520
0.5960,2012-11-08,-1.49,1.9560
0.6050,2012-11-07,-0.33,1.9650
0.6070,2012-11-06,-0.33,1.9670
0.6090,2012-11-05,-0.81,1.9690
0.6140,2012-11-02,0.00,1.9740
0.6140,2012-11-01,1.32,1.9740
0.6060,2012-10-31,0.66,1.9660
0.6020,2012-10-30,0.33,1.9620
0.6000,2012-10-29,0.00,1.9600
0.6000,2012-10-26,-1.32,1.9600
0.6080,2012-10-25,-0.65,1.9680
0.6120,2012-10-24,-0.33,1.9720
0.6140,2012-10-23,-1.44,1.9740
0.6230,2012-10-22,0.16,1.9830
0.6220,2012-10-19,-0.16,1.9820
0.6230,2012-10-18,1.30,1.9830
0.6150,2012-10-17,0.00,1.9750
0.6150,2012-10-16,0.49,1.9750
0.6120,2012-10-15,0.00,1.9720
0.6120,2012-10-12,-0.33,1.9720
0.6140,2012-10-11,-1.29,1.9740
0.6220,2012-10-10,0.32,1.9820
0.6200,2012-10-09,1.97,1.9800
0.6080,2012-10-08,-0.49,1.9680
0.6110,2012-09-30,0.00,1.9710
0.6110,2012-09-28,1.33,1.9710
0.6030,2012-09-27,1.86,1.9630
0.5920,2012-09-26,-1.33,1.9520
0.6000,2012-09-25,0.00,1.9600
0.6000,2012-09-24,0.50,1.9600
0.5970,2012-09-21,-0.17,1.9570
0.5980,2012-09-20,-2.13,1.9580
0.6110,2012-09-19,0.33,1.9710
0.6090,2012-09-18,-0.16,1.9690
0.6100,2012-09-17,-2.09,1.9700
0.6230,2012-09-14,0.00,1.9830
0.6230,2012-09-13,-0.95,1.9830
0.6290,2012-09-12,0.32,1.9890
0.6270,2012-09-11,-0.48,1.9870
0.6300,2012-09-10,0.16,1.9900
0.6290,2012-09-07,2.61,1.9890
0.6130,2012-09-06,0.66,1.9730
0.6090,2012-09-05,0.33,1.9690
0.6070,2012-09-04,-0.49,1.9670
0.6100,2012-09-03,2.01,1.9700
0.5980,2012-08-31,0.50,1.9580
0.5950,2012-08-30,-1.16,1.9550
0.6020,2012-08-29,-0.66,1.9620
0.6060,2012-08-28,0.00,1.9660
0.6060,2012-08-27,-1.14,1.9660
0.6130,2012-08-24,-1.29,1.9730
0.6210,2012-08-23,-0.16,1.9810
0.6220,2012-08-22,-0.16,1.9820
0.6230,2012-08-21,0.97,1.9830
0.6170,2012-08-20,0.00,1.9770
0.6170,2012-08-17,-0.48,1.9770
0.6200,2012-08-16,-0.64,1.9800
0.6240,2012-08-15,-0.48,1.9840
0.6270,2012-08-14,0.16,1.9870
0.6260,2012-08-13,-2.64,1.9860
0.6430,2012-08-10,-0.46,2.0030
0.6460,2012-08-09,1.25,2.0060
0.6380,2012-08-08,-0.31,1.9980
0.6400,2012-08-07,-0.16,2.0000
0.6410,2012-08-06,1.26,2.0010
0.6330,2012-08-03,0.64,1.9930
0.6290,2012-08-02,-1.87,1.9890
0.6410,2012-08-01,0.94,2.0010
0.6350,2012-07-31,0.32,1.9950
0.6330,2012-07-30,-1.25,1.9930
0.6410,2012-07-27,-0.62,2.0010
0.6450,2012-07-26,-1.07,2.0050
0.6520,2012-07-25,-1.06,2.0120
0.6590,2012-07-24,0.92,2.0190
0.6530,2012-07-23,-1.66,2.0130
0.6640,2012-07-20,-1.19,2.0240
0.6720,2012-07-19,1.20,2.0320
0.6640,2012-07-18,-1.04,2.0240
0.6710,2012-07-17,0.75,2.0310
0.6660,2012-07-16,-2.49,2.0260
0.6830,2012-07-13,-0.15,2.0430
0.6840,2012-07-12,1.03,2.0440
0.6770,2012-07-11,1.04,2.0370
0.6700,2012-07-10,-0.89,2.0300
0.6760,2012-07-09,-1.74,2.0360
0.6880,2012-07-06,2.23,2.0480
0.6730,2012-07-05,-1.75,2.0330
0.6850,2012-07-04,-0.58,2.0450
0.6890,2012-07-03,1.03,2.0490
0.6820,2012-07-02,0.59,2.0420
0.6780,2012-06-30,0.00,2.0380
0.6780,2012-06-29,1.80,2.0380
0.6660,2012-06-28,-0.60,2.0260
0.6700,2012-06-27,0.15,2.0300
0.6690,2012-06-26,0.60,2.0290
0.6650,2012-06-25,-3.76,2.0250
0.6910,2012-06-21,-1.71,2.0510
0.7030,2012-06-20,-0.14,2.0630
0.7040,2012-06-19,-0.98,2.0640
0.7110,2012-06-18,0.57,2.0710
0.7070,2012-06-15,-0.28,2.0670
0.7090,2012-06-14,-0.70,2.0690
0.7140,2012-06-13,2.44,2.0740
0.6970,2012-06-12,0.00,2.0570
0.6970,2012-06-11,1.60,2.0570
0.6860,2012-06-08,-0.58,2.0460
0.6900,2012-06-07,-0.14,2.0500
0.6910,2012-06-06,-0.58,2.0510
0.6950,2012-06-05,-0.43,2.0550
0.6980,2012-06-04,-3.19,2.0580
0.7210,2012-06-01,-0.28,2.0810
0.7230,2012-05-31,-0.28,2.0830
0.7250,2012-05-30,0.00,2.0850
0.7250,2012-05-29,1.40,2.0850
0.7150,2012-05-28,1.27,2.0750
0.7060,2012-05-25,-1.12,2.0660
0.7140,2012-05-24,-1.24,2.0740
0.7230,2012-05-23,-0.28,2.0830
0.7250,2012-05-22,1.26,2.0850
0.7160,2012-05-21,0.28,2.0760
0.7140,2012-05-18,-1.24,2.0740
0.7230,2012-05-17,1.54,2.0830
0.7120,2012-05-16,-1.39,2.0720
0.7220,2012-05-15,0.00,2.0820
0.7220,2012-05-14,-1.23,2.0820
0.7310,2012-05-11,-0.81,2.0910
0.7370,2012-05-10,0.00,2.0970
0.7370,2012-05-09,-1.73,2.0970
0.7500,2012-05-08,-0.40,2.1100
0.7530,2012-05-07,-0.40,2.1130
0.7560,2012-05-04,0.80,2.1160
0.7500,2012-05-03,0.67,2.1100
0.7450,2012-05-02,2.48,2.1050
0.7270,2012-04-27,-0.41,2.0870
0.7300,2012-04-26,-0.14,2.0900
0.7310,2012-04-25,0.55,2.0910
0.7270,2012-04-24,-0.27,2.0870
0.7290,2012-04-23,-1.09,2.0890
0.7370,2012-04-20,1.38,2.0970
0.7270,2012-04-19,0.83,2.0870
0.7210,2012-04-18,2.41,2.0810
0.7040,2012-04-17,-1.40,2.0640
0.7140,2012-04-16,-0.56,2.0740
0.7180,2012-04-13,0.70,2.0780
0.7130,2012-04-12,2.44,2.0730
0.6960,2012-04-11,-0.43,2.0560
0.6990,2012-04-10,0.72,2.0590
0.6940,2012-04-09,-0.72,2.0540
0.6990,2012-04-06,0.29,2.0590
0.6970,2012-04-05,2.65,2.0570
0.6790,2012-03-31,0.00,2.0390
0.6790,2012-03-30,0.30,2.0390
0.6770,2012-03-29,-1.88,2.0370
0.6900,2012-03-28,-3.50,2.0500
0.7150,2012-03-27,-0.28,2.0750
0.7170,2012-03-26,0.42,2.0770
0.7140,2012-03-23,-1.65,2.0740
0.7260,2012-03-22,-0.82,2.0860
0.7320,2012-03-21,0.41,2.0920
0.7290,2012-03-20,-2.02,2.0890
0.7440,2012-03-19,0.40,2.1040
0.7410,2012-03-16,1.37,2.1010
0.7310,2012-03-15,-0.54,2.0910
0.7350,2012-03-14,-2.78,2.0950
0.7560,2012-03-13,1.07,2.1160
0.7480,2012-03-12,-0.53,2.1080
0.7520,2012-03-09,1.48,2.1120
0.7410,2012-03-08,1.65,2.1010
0.7290,2012-03-07,-0.95,2.0890
0.7360,2012-03-06,-2.00,2.0960
0.7510,2012-03-05,-0.53,2.1110
0.7550,2012-03-02,2.03,2.1150
0.7400,2012-03-01,-0.14,2.1000
0.7410,2012-02-29,-1.07,2.1010
0.7490,2012-02-28,-0.53,2.1090
0.7530,2012-02-27,0.13,2.1130
0.7520,2012-02-24,1.35,2.1120
0.7420,2012-02-23,0.54,2.1020
0.7380,2012-02-22,1.37,2.0980
0.7280,2012-02-21,0.97,2.0880
0.7210,2012-02-20,0.14,2.0810
0.7200,2012-02-17,0.00,2.0800
0.7200,2012-02-16,-0.83,2.0800
0.7260,2012-02-15,0.97,2.0860
0.7190,2012-02-14,-0.55,2.0790
0.7230,2012-02-13,0.14,2.0830
0.7220,2012-02-10,-0.14,2.0820
0.7230,2012-02-09,0.00,2.0830
0.7230,2012-02-08,3.88,2.0830
0.6960,2012-02-07,-1.69,2.0560
0.7080,2012-02-06,0.00,2.0680
0.7080,2012-02-03,0.57,2.0680
0.7040,2012-02-02,2.62,2.0640
0.6860,2012-02-01,-1.58,2.0460
0.6970,2012-01-31,0.14,2.0570
0.6960,2012-01-30,-1.56,2.0560
0.7070,2012-01-20,1.29,2.0670
0.6980,2012-01-19,1.90,2.0580
0.6850,2012-01-18,-1.58,2.0450
0.6960,2012-01-17,5.94,2.0560
0.6570,2012-01-16,-2.52,2.0170
0.6740,2012-01-13,-2.03,2.0340
0.6880,2012-01-12,-0.15,2.0480
0.6890,2012-01-11,-0.58,2.0490
0.6930,2012-01-10,3.43,2.0530
0.6700,2012-01-09,4.36,2.0300
0.6420,2012-01-06,0.63,2.0020
0.6380,2012-01-05,-1.85,1.9980
0.6500,2012-01-04,-2.26,2.0100
0.6650,2011-12-31,0.00,2.0250
0.6650,2011-12-30,1.68,2.0250
0.6540,2011-12-29,0.46,2.0140
0.6510,2011-12-28,-0.31,2.0110
0.6530,2011-12-27,-1.21,2.0130
0.6610,2011-12-26,-1.20,2.0210
0.6690,2011-12-23,0.60,2.0290
0.6650,2011-12-22,0.00,2.0250
0.6650,2011-12-21,-1.63,2.0250
0.6760,2011-12-20,0.00,2.0360
0.6760,2011-12-19,-0.30,2.0360
0.6780,2011-12-16,2.26,2.0380
0.6630,2011-12-15,-3.63,2.0230
0.6880,2011-12-14,-1.29,2.0480
0.6970,2011-12-13,-2.38,2.0570
0.7140,2011-12-12,-1.11,2.0740
0.7220,2011-12-09,-1.10,2.0820
0.7300,2011-12-08,-0.27,2.0900
0.7320,2011-12-07,0.55,2.0920
0.7280,2011-12-06,-0.27,2.0880
0.7300,2011-12-05,-2.01,2.0900
0.7450,2011-12-02,-1.84,2.1050
0.7590,2011-12-01,2.85,2.1190
0.7380,2011-11-30,-3.66,2.0980
0.7660,2011-11-29,1.73,2.1260
0.7530,2011-11-28,0.27,2.1130
0.7510,2011-11-25,-0.79,2.1110
0.7570,2011-11-24,-0.13,2.1170
0.7580,2011-11-23,-1.17,2.1180
0.7670,2011-11-22,0.00,2.1270
0.7670,2011-11-21,-0.26,2.1270
0.7690,2011-11-18,-2.41,2.1290
0.7880,2011-11-17,-0.38,2.1480
0.7910,2011-11-16,-2.83,2.1510
0.8140,2011-11-15,-0.37,2.1740
0.8170,2011-11-14,2.25,2.1770
0.7990,2011-11-11,-0.13,2.1590
0.8000,2011-11-10,-1.60,2.1600
0.8130,2011-11-09,0.87,2.1730
0.8060,2011-11-08,-0.37,2.1660
0.8090,2011-11-07,-0.86,2.1690
0.8160,2011-11-04,0.99,2.1760
0.8080,2011-11-03,0.00,2.1680
0.8080,2011-11-02,1.25,2.1680
0.7980,2011-11-01,-0.25,2.1580
0.8000,2011-10-31,-0.12,2.1600
0.8010,2011-10-28,2.56,2.1610
0.7810,2011-10-27,0.13,2.1410
0.7800,2011-10-26,0.78,2.1400
0.7740,2011-10-25,2.79,2.1340
0.7530,2011-10-24,2.87,2.1130
0.7320,2011-10-21,-0.81,2.0920
0.7380,2011-10-20,-3.53,2.0980
0.7650,2011-10-19,-0.65,2.1250
0.7700,2011-10-18,-3.27,2.1300
0.7960,2011-10-17,0.25,2.1560
0.7940,2011-10-14,-0.25,2.1540
0.7960,2011-10-13,0.89,2.1560
0.7890,2011-10-12,3.14,2.1490
0.7650,2011-10-11,-1.80,2.1250
0.7790,2011-10-10,-1.14,2.1390
0.7880,2011-09-30,-0.51,2.1480
0.7920,2011-09-29,-1.25,2.1520
0.8020,2011-09-28,-0.74,2.1620
0.8080,2011-09-27,1.00,2.1680
0.8000,2011-09-26,-2.20,2.1600
0.8180,2011-09-23,-0.85,2.1780
0.8250,2011-09-22,-2.94,2.1850
0.8500,2011-09-21,3.03,2.2100
0.8250,2011-09-20,0.73,2.1850
0.8190,2011-09-19,-2.15,2.1790
0.8370,2011-09-16,0.24,2.1970
0.8350,2011-09-15,0.00,2.1950
0.8350,2011-09-14,0.48,2.1950
0.8310,2011-09-13,-1.31,2.1910
0.8420,2011-09-09,-0.24,2.2020
0.8440,2011-09-08,-0.47,2.2040
0.8480,2011-09-07,2.17,2.2080
0.8300,2011-09-06,-1.19,2.1900
0.8400,2011-09-05,-2.55,2.2000
0.8620,2011-09-02,-1.37,2.2220
0.8740,2011-09-01,-0.23,2.2340
0.8760,2011-08-31,0.23,2.2360
0.8740,2011-08-30,-0.11,2.2340
0.8750,2011-08-29,-1.46,2.2350
0.8880,2011-08-26,-0.11,2.2480
0.8890,2011-08-25,3.25,2.2490
0.8610,2011-08-24,-0.92,2.2210
0.8690,2011-08-23,1.76,2.2290
0.8540,2011-08-22,-0.81,2.2140
0.8610,2011-08-19,-1.94,2.2210
0.8780,2011-08-18,-1.57,2.2380
0.8920,2011-08-17,-0.78,2.2520
0.8990,2011-08-16,-0.66,2.2590
0.9050,2011-08-15,0.67,2.2650
0.8990,2011-08-12,0.45,2.2590
0.8950,2011-08-11,1.24,2.2550
0.8840,2011-08-10,0.80,2.2440
0.8770,2011-08-09,-0.11,2.2370
0.8780,2011-08-08,-3.20,2.2380
0.9070,2011-08-05,-1.52,2.2670
0.9210,2011-08-04,0.22,2.2810
0.9190,2011-08-03,-0.22,2.2790
0.9210,2011-08-02,-0.22,2.2810
0.9230,2011-08-01,0.65,2.2830
0.9170,2011-07-29,-0.54,2.2770
0.9220,2011-07-28,0.44,2.2820
0.9180,2011-07-27,1.32,2.2780
0.9060,2011-07-26,0.11,2.2660
0.9050,2011-07-25,-2.79,2.2650
0.9310,2011-07-22,0.43,2.2910
0.9270,2011-07-21,-0.96,2.2870
0.9360,2011-07-20,0.00,2.2960
0.9360,2011-07-19,-0.32,2.2960
0.9390,2011-07-18,-0.32,2.2990
0.9420,2011-07-15,0.53,2.3020
0.9370,2011-07-14,0.64,2.2970
0.9310,2011-07-13,1.64,2.2910
0.9160,2011-07-12,-1.40,2.2760
0.9290,2011-07-11,-0.11,2.2890
0.9300,2011-07-08,0.32,2.2900
0.9270,2011-07-07,-0.11,2.2870
0.9280,2011-07-06,-0.11,2.2880
0.9290,2011-07-05,0.00,2.2890
0.9290,2011-07-04,2.09,2.2890
0.9100,2011-07-01,0.78,2.2700
0.9030,2011-06-30,1.69,2.2630
0.8880,2011-06-29,-1.22,2.2480
0.8990,2011-06-28,0.45,2.2590
0.8950,2011-06-27,0.90,2.2550
0.8870,2011-06-24,1.84,2.2470
0.8710,2011-06-23,1.75,2.2310
0.8560,2011-06-22,-0.12,2.2160
0.8570,2011-06-21,1.18,2.2170
0.8470,2011-06-20,-0.35,2.2070
0.8500,2011-06-17,-0.70,2.2100
0.8560,2011-06-16,-1.27,2.2160
0.8670,2011-06-15,-0.91,2.2270
0.8750,2011-06-14,1.27,2.2350
0.8640,2011-06-13,-0.12,2.2240
0.8650,2011-06-10,0.12,2.2250
0.8640,2011-06-09,-1.59,2.2240
0.8780,2011-06-08,-0.11,2.2380
0.8790,2011-06-07,0.57,2.2390
0.8740,2011-06-03,1.16,2.2340
0.8640,2011-06-02,-1.48,2.2240
0.8770,2011-06-01,0.34,2.2370
0.8740,2011-05-31,1.63,2.2340
0.8600,2011-05-30,-0.92,2.2200
0.8680,2011-05-27,-0.34,2.2280
0.8710,2011-05-26,-0.91,2.2310
0.8790,2011-05-25,-0.57,2.2390
0.8840,2011-05-24,0.11,2.2440
0.8830,2011-05-23,-2.75,2.2430
0.9080,2011-05-20,0.44,2.2680
0.9040,2011-05-19,-0.99,2.2640
0.9130,2011-05-18,0.66,2.2730
0.9070,2011-05-17,0.67,2.2670
0.9010,2011-05-16,-0.88,2.2610
0.9090,2011-05-13,1.34,2.2690
0.8970,2011-05-12,-1.54,2.2570
0.9110,2011-05-11,0.00,2.2710
0.9110,2011-05-10,0.89,2.2710
0.9030,2011-05-09,0.44,2.2630
0.8990,2011-05-06,-0.77,2.2590
0.9060,2011-05-05,-0.55,2.2660
0.9110,2011-05-04,-3.09,2.2710
0.9400,2011-05-03,0.11,2.3000
0.9390,2011-04-29,0.97,2.2990
0.9300,2011-04-28,-1.48,2.2900
0.9440,2011-04-27,-0.53,2.3040
0.9490,2011-04-26,-0.84,2.3090
0.9570,2011-04-25,-2.15,2.3170
0.9780,2011-04-22,-1.01,2.3380
0.9880,2011-04-21,1.02,2.3480
0.9780,2011-04-20,0.20,2.3380
0.9760,2011-04-19,-2.20,2.3360
0.9980,2011-04-18,0.00,2.3580
0.9980,2011-04-15,-0.20,2.3580
1.0000,2011-04-14,-0.79,2.3600
1.0080,2011-04-13,1.10,2.3680
0.9970,2011-04-12,-0.99,2.3570
1.0070,2011-04-11,-0.69,2.3670
1.0140,2011-04-08,1.00,2.3740
1.0040,2011-04-07,0.30,2.3640
1.0010,2011-04-06,1.52,2.3610
0.9860,2011-04-01,1.96,2.3460
0.9670,2011-03-31,-0.82,2.3270
0.9750,2011-03-30,-0.81,2.3350
0.9830,2011-03-29,-1.21,2.3430
0.9950,2011-03-28,0.30,2.3550
0.9920,2011-03-25,1.43,2.3520
0.9780,2011-03-24,-0.31,2.3380
0.9810,2011-03-23,1.55,2.3410
0.9660,2011-03-22,0.10,2.3260
0.9650,2011-03-21,-0.21,2.3250
0.9670,2011-03-18,0.94,2.3270
0.9580,2011-03-17,-1.64,2.3180
0.9740,2011-03-16,1.78,2.3340
0.9570,2011-03-15,-1.75,2.3170
0.9740,2011-03-14,0.00,2.3340
0.9740,2011-03-11,-0.71,2.3340
0.9810,2011-03-10,-2.39,2.3410
1.0050,2011-03-09,-0.10,2.3650
1.0060,2011-03-08,-0.30,2.3660
1.0090,2011-03-07,3.38,2.3690
0.9760,2011-03-04,1.56,2.3360
0.9610,2011-03-03,-1.33,2.3210
0.9740,2011-03-02,-0.61,2.3340
0.9800,2011-03-01,0.72,2.3400
0.9730,2011-02-28,1.25,2.3330
0.9610,2011-02-25,0.10,2.3210
0.9600,2011-02-24,0.73,2.3200
0.9530,2011-02-23,0.21,2.3130
0.9510,2011-02-22,-3.45,2.3110
0.9850,2011-02-21,1.55,2.3450
0.9700,2011-02-18,-1.12,2.3300
0.9810,2011-02-17,-0.51,2.3410
0.9860,2011-02-16,1.75,2.3460
0.9690,2011-02-15,-0.21,2.3290
0.9710,2011-02-14,4.07,2.3310
0.9330,2011-02-11,0.32,2.2930
0.9300,2011-02-10,2.76,2.2900
0.9050,2011-02-09,-2.90,2.2650
0.9320,2011-02-01,0.65,2.2920
0.9260,2011-01-31,0.87,2.2860
0.9180,2011-01-28,0.55,2.2780
0.9130,2011-01-27,2.13,2.2730
0.8940,2011-01-26,1.25,2.2540
0.8830,2011-01-25,-0.23,2.2430
0.8850,2011-01-24,-2.64,2.2450
0.9090,2011-01-21,1.00,2.2690
0.9000,2011-01-20,-3.85,2.2600
0.9360,2011-01-19,2.74,2.2960
0.9110,2011-01-18,-0.22,2.2710
0.9130,2011-01-17,-4.10,2.2730
0.9520,2011-01-14,-2.46,2.3120
0.9760,2011-01-13,-0.31,2.3360
0.9790,2011-01-12,0.00,2.3390
0.9790,2011-01-11,0.62,2.3390
0.9730,2011-01-10,-2.80,2.3330
1.0010,2011-01-07,-0.89,2.3610
1.0100,2011-01-06,-0.20,2.3700
1.0120,2011-01-05,0.00,2.3720
1.0120,2011-01-04,2.64,2.3720
0.9860,2010-12-31,3.79,2.3460
0.9500,2010-12-30,0.53,2.3100
0.9450,2010-12-29,0.21,2.3050
0.9430,2010-12-28,-1.87,2.3030
0.9610,2010-12-27,-1.44,2.3210
0.9750,2010-12-24,-1.22,2.3350
0.9870,2010-12-23,-0.40,2.3470
0.9910,2010-12-22,-1.49,2.3510
1.0060,2010-12-21,2.03,2.3660
0.9860,2010-12-20,-1.20,2.3460
0.9980,2010-12-17,-0.50,2.3580
1.0030,2010-12-16,-0.78,2.3630
1.0210,2010-12-15,-0.49,2.3710
1.0260,2010-12-14,0.20,2.3760
1.0240,2010-12-13,3.23,2.3740
0.9920,2010-12-10,1.22,2.3420
0.9800,2010-12-09,-1.61,2.3300
0.9960,2010-12-08,-0.50,2.3460
1.0010,2010-12-07,1.52,2.3510
0.9860,2010-12-06,0.10,2.3360
0.9850,2010-12-03,-0.10,2.3350
0.9860,2010-12-02,0.61,2.3360
0.9800,2010-12-01,-0.31,2.3300
0.9830,2010-11-30,-0.81,2.3330
0.9910,2010-11-29,-0.60,2.3410
0.9970,2010-11-26,-0.99,2.3470
1.0070,2010-11-25,1.21,2.3570
0.9950,2010-11-24,2.90,2.3450
0.9670,2010-11-23,-1.53,2.3170
0.9820,2010-11-22,-0.41,2.3320
0.9860,2010-11-19,1.13,2.3360
0.9750,2010-11-18,2.20,2.3250
0.9540,2010-11-17,-2.45,2.3040
0.9780,2010-11-16,-4.49,2.3280
1.0240,2010-11-15,-0.10,2.3740
1.0250,2010-11-12,-6.14,2.3750
1.0920,2010-11-11,0.18,2.4420
1.0900,2010-11-10,-0.46,2.4400
1.0950,2010-11-09,-0.09,2.4450
1.0960,2010-11-08,0.83,2.4460
1.0870,2010-11-05,1.02,2.4370
1.0760,2010-11-04,1.70,2.4260
1.0580,2010-11-03,-1.67,2.4080
1.0760,2010-11-02,-0.37,2.4260
1.0800,2010-11-01,3.95,2.4300
1.0390,2010-10-29,0.39,2.3890
1.0350,2010-10-28,-0.29,2.3850
1.0380,2010-10-27,-1.33,2.3880
1.0520,2010-10-26,-0.85,2.4020
1.0610,2010-10-25,3.41,2.4110
1.0260,2010-10-22,1.38,2.3760
1.0120,2010-10-21,0.50,2.3620
1.0070,2010-10-20,2.03,2.3570
0.9870,2010-10-19,2.71,2.3370
0.9610,2010-10-18,-1.13,2.3110
0.9720,2010-10-15,1.99,2.3220
0.9530,2010-10-14,-1.04,2.3030
0.9630,2010-10-13,1.26,2.3130
0.9510,2010-10-12,1.28,2.3010
0.9390,2010-10-11,0.21,2.2890
0.9370,2010-10-08,2.29,2.2870
0.9160,2010-09-30,1.22,2.2660
0.9050,2010-09-29,-0.88,2.2550
0.9130,2010-09-28,-0.22,2.2630
0.9150,2010-09-27,1.89,2.2650
0.8980,2010-09-21,0.34,2.2480
0.8950,2010-09-20,-0.56,2.2450
0.9000,2010-09-17,0.45,2.2500
0.8960,2010-09-16,-1.54,2.2460
0.9100,2010-09-15,-1.83,2.2600
0.9270,2010-09-14,0.00,2.2770
0.9270,2010-09-13,1.20,2.2770
0.9160,2010-09-10,0.66,2.2660
0.9100,2010-09-09,-1.30,2.2600
0.9220,2010-09-08,0.55,2.2720
0.9170,2010-09-07,0.11,2.2670
0.9160,2010-09-06,0.88,2.2660
0.9080,2010-09-03,0.22,2.2580
0.9060,2010-09-02,1.12,2.2560
0.8960,2010-09-01,-0.55,2.2460
0.9010,2010-08-31,0.22,2.2510
0.8990,2010-08-30,1.58,2.2490
0.8850,2010-08-27,0.34,2.2350
0.8820,2010-08-26,0.23,2.2320
0.8800,2010-08-25,-1.68,2.2300
0.8950,2010-08-24,0.67,2.2450
0.8890,2010-08-23,-0.11,2.2390
0.8900,2010-08-20,-1.44,2.2400
0.9030,2010-08-19,0.11,2.2530
0.9020,2010-08-18,-0.33,2.2520
0.9050,2010-08-17,0.67,2.2550
0.8990,2010-08-16,1.70,2.2490
0.8840,2010-08-13,1.03,2.2340
0.8750,2010-08-12,-0.68,2.2250
0.8810,2010-08-11,0.46,2.2310
0.8770,2010-08-10,-2.56,2.2270
0.9000,2010-08-09,0.67,2.2500
0.8940,2010-08-06,1.25,2.2440
0.8830,2010-08-05,-0.23,2.2330
0.8850,2010-08-04,0.34,2.2350
0.8820,2010-08-03,-1.23,2.2320
0.8930,2010-08-02,1.71,2.2430
0.8780,2010-07-30,-0.11,2.2280
0.8790,2010-07-29,-0.34,2.2290
0.8820,2010-07-28,1.61,2.2320
0.8680,2010-07-27,0.00,2.2180
0.8680,2010-07-26,0.58,2.2180
0.8630,2010-07-23,0.58,2.2130
0.8580,2010-07-22,0.94,2.2080
0.8500,2010-07-21,0.59,2.2000
0.8450,2010-07-20,2.18,2.1950
0.8270,2010-07-19,2.10,2.1770
0.8100,2010-07-16,0.12,2.1600
0.8090,2010-07-15,-1.34,2.1590
0.8200,2010-07-14,0.37,2.1700
0.8170,2010-07-13,-1.21,2.1670
0.8270,2010-07-12,0.73,2.1770
0.8210,2010-07-09,2.50,2.1710
0.8010,2010-07-08,-0.25,2.1510
0.8030,2010-07-07,0.75,2.1530
0.7970,2010-07-06,1.92,2.1470
0.7820,2010-07-05,0.00,2.1320
0.7820,2010-07-02,-0.26,2.1320
0.7840,2010-07-01,-1.88,2.1340
